"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","catch","clock_backend","color_backend","compensation","coordinates","correct","correct_intro","correct_target_mouse_response","correct_target_mouse_response_1","correct_target_mouse_response_2","count_accuracy_readout","count_beep","count_beep_1","count_beep_2","count_blank","count_blank_1","count_blank_2","count_blank_3","count_catch_trial_disp","count_catch_trial_disp_1","count_detection_accuracy","count_detection_accuracy2","count_detection_accuracy_1","count_detection_accuracy_left","count_elapsedtime","count_elapsedtime_1","count_end_block","count_end_block1","count_end_experiment","count_experiment_scriptL","count_experiment_scriptL_1","count_experiment_scriptR","count_fixation","count_fixation_1","count_fixation_2","count_getting_started","count_global_prep","count_intro","count_left","count_logger","count_logger_1","count_logger_2","count_loop1","count_loop2","count_new_feedback","count_new_inline_script","count_new_inline_script_1","count_new_inline_script_2","count_new_reset_feedback","count_new_sketchpad_1","count_outside_loop","count_outside_sequence","count_pause2","count_pause2_1","count_pause2_2","count_reset_feedback1","count_reset_feedback2","count_right","count_right_accuracy_calc","count_target","count_target_1","count_target_2","count_target_identified","count_target_mouse_response","count_target_mouse_response_1","count_target_mouse_response_2","count_target_prep","count_target_prep_1","count_touch_pad","count_touch_pad2","count_touch_pad2_1","count_touch_pad2_2","count_touch_pad3_1","count_touch_pad_1","count_touch_pad_2","count_touch_release","count_touch_release_1","count_touch_release_2","count_touch_response","count_touch_response_1","count_touch_response_2","count_touch_response_3","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_2","count_visual_detection","count_welcome","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","elapsed","empty_column","experiment_file","experiment_path","false_alarm_count","fix_x","fix_x1","fix_x2","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_loop1","logfile","mouse_backend","mouse_release","opensesame_codename","opensesame_version","pix_perDeg","reach_t0","repeat_cycle","response","response_accuracy_readout","response_detection_accuracy2","response_detection_accuracy_1","response_detection_accuracy_left","response_end_block","response_end_block1","response_end_experiment","response_intro","response_new_feedback","response_new_sketchpad_1","response_target_mouse_response","response_target_mouse_response_1","response_target_mouse_response_2","response_time","response_time_accuracy_readout","response_time_detection_accuracy2","response_time_detection_accuracy_1","response_time_detection_accuracy_left","response_time_end_block","response_time_end_block1","response_time_end_experiment","response_time_intro","response_time_new_feedback","response_time_new_sketchpad_1","response_time_target_mouse_response","response_time_target_mouse_response_1","response_time_target_mouse_response_2","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tap_t0","targetSize_pix","target_fileL","target_fileR","target_onset","time_accuracy_readout","time_beep","time_beep_1","time_beep_2","time_blank","time_blank_1","time_blank_2","time_blank_3","time_catch_trial_disp","time_catch_trial_disp_1","time_detection_accuracy","time_detection_accuracy2","time_detection_accuracy_1","time_detection_accuracy_left","time_elapsedtime","time_elapsedtime_1","time_end_block","time_end_block1","time_end_experiment","time_experiment_scriptL","time_experiment_scriptL_1","time_experiment_scriptR","time_fixation","time_fixation_1","time_fixation_2","time_getting_started","time_global_prep","time_intro","time_left","time_logger","time_logger_1","time_logger_2","time_loop1","time_loop2","time_new_feedback","time_new_inline_script","time_new_inline_script_1","time_new_inline_script_2","time_new_reset_feedback","time_new_sketchpad_1","time_outside_loop","time_outside_sequence","time_pause2","time_pause2_1","time_pause2_2","time_reset_feedback1","time_reset_feedback2","time_right","time_right_accuracy_calc","time_tap","time_target","time_target_1","time_target_2","time_target_identified","time_target_mouse_response","time_target_mouse_response_1","time_target_mouse_response_2","time_target_prep","time_target_prep_1","time_touch_offset","time_touch_pad","time_touch_pad2","time_touch_pad2_1","time_touch_pad2_2","time_touch_pad3_1","time_touch_pad_1","time_touch_pad_2","time_touch_release","time_touch_release_1","time_touch_release_2","time_touch_response","time_touch_response_1","time_touch_response_2","time_touch_response_3","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_2","time_visual_detection","time_welcome","title","total_correct","total_left_targets_identified","total_response_time","total_responses","total_right_targets_identified","total_targets_identified","touch_x","uniform_coordinates","width","x","y"
"undefined","undefined","155.824767219","155.824767219","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","NA","10","NA","NA","10","NA","NA","NA","10","NA","NA","NA","NA","NA","10","NA","NA","NA","0","10","NA","NA","10","NA","NA","NA","0","0","0","10","NA","NA","0","0","NA","10","NA","NA","NA","NA","NA","NA","10","NA","NA","0","0","0","NA","10","NA","NA","NA","10","NA","NA","10","NA","10","10","NA","NA","NA","NA","NA","10","NA","NA","10","NA","NA","NA","10","NA","NA","0","NA","","892","72","Thu 18 Jul 2019 13:15:33 BST","The main experiment item","yes","3359.62104797","NA","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","900","885","915","no","mono","no","18","no","white","no","yes","1080","psycho","10","10","/home/experimenter/git/DMT2019/visualDetectionTask/subject-0.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","NA","0","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","131.866931915","NA","NA","NA","NA","NA","NA","NA","3078.28092575","NA","NA","131.866931915","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","0","even","28274.3580341","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","650","NA","32168.9460278","NA","NA","28830.3060532","NA","NA","NA","30166.7251587","NA","NA","NA","NA","NA","32168.8871384","NA","NA","NA","NA","28828.5450935","NA","NA","28832.775116","NA","NA","NA","2127.68101692","2135.95509529","5214.65802193","32465.9039974","NA","NA","5214.73503113","NA","NA","28838.2411003","NA","NA","NA","NA","NA","NA","32265.7411098","NA","NA","NA","NA","NA","NA","132.727146149","27978.6012173","NA","NA","NA","28274.5211124","NA","NA","30164.6471024","NA","NA","28838.1581306","29513.9629841","NA","NA","NA","NA","NA","27978.7449837","NA","NA","28407.0301056","NA","NA","NA","28828.3720016","NA","NA","2127.55203247","NA","New experiment","0","9","1402.42290497","9","0","9","868","yes","1920","-128","-126"
"undefined","undefined","155.824767219","155.824767219","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","NA","11","NA","NA","11","NA","NA","NA","11","NA","NA","NA","NA","NA","11","NA","NA","NA","0","11","NA","NA","11","NA","NA","NA","0","0","0","11","NA","NA","0","0","NA","11","NA","NA","NA","NA","NA","NA","11","NA","NA","0","0","0","NA","11","NA","NA","NA","11","NA","NA","11","NA","11","11","NA","NA","NA","NA","NA","11","NA","NA","11","NA","NA","NA","11","NA","NA","0","NA","","892","72","Thu 18 Jul 2019 13:15:33 BST","The main experiment item","yes","2651.12805367","NA","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","900","885","915","no","mono","no","18","no","white","no","yes","1080","psycho","11","11","/home/experimenter/git/DMT2019/visualDetectionTask/subject-0.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","NA","0","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","131.866931915","NA","NA","NA","NA","NA","NA","NA","3078.28092575","NA","NA","131.866931915","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","0","even","28274.3580341","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","300","NA","35212.1670246","NA","NA","32584.9621296","NA","NA","NA","33210.0281715","NA","NA","NA","NA","NA","35212.1081352","NA","NA","NA","NA","32582.8640461","NA","NA","32587.2311592","NA","NA","NA","2127.68101692","2135.95509529","5214.65802193","35513.6630535","NA","NA","5214.73503113","NA","NA","32589.7130966","NA","NA","NA","NA","NA","NA","35313.4491444","NA","NA","NA","NA","NA","NA","132.727146149","27978.6012173","NA","NA","NA","28274.5211124","NA","NA","33207.7980042","NA","NA","32589.6010399","32907.4621201","NA","NA","NA","NA","NA","27978.7449837","NA","NA","28407.0301056","NA","NA","NA","32582.7660561","NA","NA","2127.55203247","NA","New experiment","0","9","1402.42290497","9","0","9","868","yes","1920","-428","-163"
"undefined","undefined","155.824767219","155.824767219","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","NA","12","NA","NA","12","NA","NA","NA","12","NA","NA","NA","NA","NA","12","NA","NA","NA","0","12","NA","NA","12","NA","NA","NA","0","0","0","12","NA","NA","0","0","NA","12","NA","NA","NA","NA","NA","NA","12","NA","NA","0","0","0","NA","12","NA","NA","NA","12","NA","NA","12","NA","12","12","NA","NA","NA","NA","NA","12","NA","NA","12","NA","NA","NA","12","NA","NA","0","NA","","892","72","Thu 18 Jul 2019 13:15:33 BST","The main experiment item","yes","2826.31611824","NA","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","900","885","915","no","mono","no","18","no","white","no","yes","1080","psycho","12","12","/home/experimenter/git/DMT2019/visualDetectionTask/subject-0.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","NA","0","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","131.866931915","NA","NA","NA","NA","NA","NA","NA","3078.28092575","NA","NA","131.866931915","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","0","even","28274.3580341","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","450","NA","38430.2201271","NA","NA","35624.8271465","NA","NA","NA","36427.5450706","NA","NA","NA","NA","NA","38430.1609993","NA","NA","NA","NA","35623.1110096","NA","NA","35627.5811195","NA","NA","NA","2127.68101692","2135.95509529","5214.65802193","38737.210989","NA","NA","5214.73503113","NA","NA","35633.1000328","NA","NA","NA","NA","NA","NA","38537.0700359","NA","NA","NA","NA","NA","NA","132.727146149","27978.6012173","NA","NA","NA","28274.5211124","NA","NA","36425.0590801","NA","NA","35632.930994","35974.545002","NA","NA","NA","NA","NA","27978.7449837","NA","NA","28407.0301056","NA","NA","NA","35623.0301857","NA","NA","2127.55203247","NA","New experiment","0","9","1402.42290497","9","0","9","868","yes","1920","-136","0"
"undefined","undefined","155.824767219","155.824767219","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","NA","13","NA","NA","13","NA","NA","NA","13","NA","NA","NA","NA","NA","13","NA","NA","NA","0","13","NA","NA","13","NA","NA","NA","0","0","0","13","NA","NA","0","0","NA","13","NA","NA","NA","NA","NA","NA","13","NA","NA","0","0","0","NA","13","NA","NA","NA","13","NA","NA","13","NA","13","13","NA","NA","NA","NA","NA","13","NA","NA","13","NA","NA","NA","13","NA","NA","0","NA","","892","72","Thu 18 Jul 2019 13:15:33 BST","The main experiment item","yes","3025.05111694","NA","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","900","885","915","no","mono","no","18","no","white","no","yes","1080","psycho","13","13","/home/experimenter/git/DMT2019/visualDetectionTask/subject-0.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","NA","0","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","131.866931915","NA","NA","NA","NA","NA","NA","NA","3078.28092575","NA","NA","131.866931915","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","0","even","28274.3580341","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","600","NA","41860.4490757","NA","NA","38857.1891785","NA","NA","NA","39857.779026","NA","NA","NA","NA","NA","41860.3901863","NA","NA","NA","NA","38855.3850651","NA","NA","38862.8020287","NA","NA","NA","2127.68101692","2135.95509529","5214.65802193","42163.8090611","NA","NA","5214.73503113","NA","NA","38878.4852028","NA","NA","NA","NA","NA","NA","41963.6499882","NA","NA","NA","NA","NA","NA","132.727146149","27978.6012173","NA","NA","NA","28274.5211124","NA","NA","39855.0050259","NA","NA","38878.3721924","39254.2090416","NA","NA","NA","NA","NA","27978.7449837","NA","NA","28407.0301056","NA","NA","NA","38855.3020954","NA","NA","2127.55203247","NA","New experiment","0","9","1402.42290497","9","0","9","868","yes","1920","-740","0"
"undefined","undefined","155.824767219","155.824767219","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","NA","14","NA","NA","14","NA","NA","NA","14","NA","NA","NA","NA","NA","14","NA","NA","NA","0","14","NA","NA","14","NA","NA","NA","0","0","0","14","NA","NA","0","0","NA","14","NA","NA","NA","NA","NA","NA","14","NA","NA","0","0","0","NA","14","NA","NA","NA","14","NA","NA","14","NA","14","14","NA","NA","NA","NA","NA","14","NA","NA","14","NA","NA","NA","14","NA","NA","0","NA","","892","72","Thu 18 Jul 2019 13:15:33 BST","The main experiment item","yes","2985.52918434","NA","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","900","885","915","no","mono","no","18","no","white","no","yes","1080","psycho","14","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-0.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","NA","0","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","131.866931915","NA","NA","NA","NA","NA","NA","NA","3078.28092575","NA","NA","131.866931915","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","0","even","28274.3580341","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","45230.1511765","NA","NA","42265.7539845","NA","NA","NA","43228.1241417","NA","NA","NA","NA","NA","45230.0930023","NA","NA","NA","NA","42263.6640072","NA","NA","42268.4140205","NA","NA","NA","2127.68101692","2135.95509529","5214.65802193","45529.0241241","NA","NA","5214.73503113","NA","NA","42271.1660862","NA","NA","NA","NA","NA","NA","45328.8490772","NA","NA","NA","NA","NA","NA","132.727146149","27978.6012173","NA","NA","NA","28274.5211124","NA","NA","43226.1340618","NA","NA","42271.0180283","42725.4800797","NA","NA","NA","NA","NA","27978.7449837","NA","NA","28407.0301056","NA","NA","NA","42263.5390759","NA","NA","2127.55203247","NA","New experiment","0","9","1402.42290497","9","0","9","868","yes","1920","-728","-200"
"undefined","undefined","155.824767219","155.824767219","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","NA","15","NA","NA","15","NA","NA","NA","15","NA","NA","NA","NA","0","15","NA","NA","NA","0","14","NA","0","15","NA","NA","NA","0","0","0","15","NA","NA","0","0","NA","15","NA","NA","NA","NA","NA","NA","15","NA","NA","0","0","0","NA","15","NA","NA","NA","15","NA","NA","15","NA","15","15","NA","NA","NA","NA","NA","15","NA","NA","14","NA","0","NA","14","0","NA","0","NA","undefined","506","220","Thu 18 Jul 2019 13:15:33 BST","The main experiment item","yes","5294.49009895","NA","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","0","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-0.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","NA","0","1","NA","NA","NA","1","NA","NA","NA","1","NA","NA","1","NA","NA","1455.24406433","NA","NA","NA","1455.24406433","NA","NA","NA","3078.28092575","NA","NA","131.866931915","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","0","even","28274.3580341","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","600","NA","52466.5870667","NA","NA","47193.6302185","NA","NA","NA","50464.3580914","NA","NA","NA","NA","45639.0810013","52466.5281773","NA","NA","NA","NA","42263.6640072","NA","47191.3721561","47195.7280636","NA","NA","NA","2127.68101692","2135.95509529","5214.65802193","52769.6211338","NA","NA","5214.73503113","47143.2189941","NA","47198.6880302","NA","NA","NA","NA","NA","NA","52569.4181919","NA","NA","NA","NA","47142.9400444","NA","132.727146149","27978.6012173","NA","NA","NA","28274.5211124","NA","NA","50462.0821476","NA","NA","47198.5211372","49861.4170551","NA","NA","NA","NA","NA","27978.7449837","NA","NA","28407.0301056","NA","NA","NA","42263.5390759","47191.2791729","NA","2127.55203247","NA","New experiment","0","9","1402.42290497","9","0","9","-932","yes","1920","128","-126"
"undefined","undefined","155.824767219","155.824767219","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","NA","16","NA","NA","16","NA","NA","NA","16","NA","NA","NA","NA","0","16","NA","NA","NA","0","14","NA","1","16","NA","NA","NA","0","0","0","16","NA","NA","0","0","NA","16","NA","NA","NA","NA","NA","NA","16","NA","NA","0","0","0","NA","16","NA","NA","NA","16","NA","NA","16","NA","16","16","NA","NA","NA","NA","NA","16","NA","NA","14","NA","1","NA","14","1","NA","0","NA","undefined","506","220","Thu 18 Jul 2019 13:15:33 BST","The main experiment item","yes","3044.10004616","NA","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","1","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-0.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","NA","0","1","NA","NA","NA","1","NA","NA","NA","1","NA","NA","1","NA","NA","1455.24406433","NA","NA","NA","1455.24406433","NA","NA","NA","3078.28092575","NA","NA","131.866931915","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","0","even","28274.3580341","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","650","NA","55953.3090591","NA","NA","52931.1161041","NA","NA","NA","53951.0791302","NA","NA","NA","NA","45639.0810013","55953.2501698","NA","NA","NA","NA","42263.6640072","NA","52928.702116","52933.6950779","NA","NA","NA","2127.68101692","2135.95509529","5214.65802193","56255.3110123","NA","NA","5214.73503113","47143.2189941","NA","52936.0940456","NA","NA","NA","NA","NA","NA","56055.1700592","NA","NA","NA","NA","47142.9400444","NA","132.727146149","27978.6012173","NA","NA","NA","28274.5211124","NA","NA","53948.5080242","NA","NA","52935.9920025","53297.1131802","NA","NA","NA","NA","NA","27978.7449837","NA","NA","28407.0301056","NA","NA","NA","42263.5390759","52928.6081791","NA","2127.55203247","NA","New experiment","0","9","1402.42290497","9","0","9","-932","yes","1920","438","0"
"undefined","undefined","159.914016724","159.914016724","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","NA","17","NA","NA","17","NA","NA","NA","17","NA","NA","NA","NA","0","17","NA","NA","NA","0","14","NA","2","17","NA","NA","NA","0","0","0","17","NA","NA","0","0","NA","17","NA","NA","NA","NA","NA","NA","17","NA","NA","0","0","0","NA","17","NA","NA","NA","17","NA","NA","17","NA","17","17","NA","NA","NA","NA","NA","17","NA","NA","14","NA","2","NA","14","2","NA","0","NA","","-907","87","Thu 18 Jul 2019 13:15:33 BST","The main experiment item","yes","1765.22994041","NA","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","2","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-0.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","NA","0","1","NA","NA","NA","1","NA","NA","NA","1","NA","NA","1","NA","NA","159.914016724","NA","NA","NA","1455.24406433","NA","NA","NA","3078.28092575","NA","NA","159.914016724","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","0","even","58121.0801601","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","750","NA","58281.881094","NA","NA","56377.9029846","NA","NA","NA","53951.0791302","NA","NA","NA","NA","45639.0810013","58121.1161613","NA","NA","NA","NA","42263.6640072","NA","56375.8711815","56383.0521107","NA","NA","NA","2127.68101692","2135.95509529","5214.65802193","58585.7691765","NA","NA","5214.73503113","47143.2189941","NA","56397.7351189","NA","NA","NA","NA","NA","NA","58385.5412006","NA","NA","NA","NA","47142.9400444","NA","160.749912262","57545.522213","NA","NA","NA","58121.2460995","NA","NA","57543.4482098","NA","NA","56397.6080418","56792.6189899","NA","NA","NA","NA","NA","57545.6390381","NA","NA","28407.0301056","NA","58281.7771435","NA","42263.5390759","56375.7631779","NA","2127.55203247","NA","New experiment","0","9","159.914016724","1","1","10","-932","yes","1920","428","-163"
"undefined","undefined","159.914016724","159.914016724","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","NA","18","NA","NA","18","NA","NA","NA","18","NA","NA","NA","NA","0","18","NA","NA","NA","0","14","NA","3","18","NA","NA","NA","0","0","0","18","NA","NA","0","0","NA","18","NA","NA","NA","NA","NA","NA","18","NA","NA","0","0","0","NA","18","NA","NA","NA","18","NA","NA","18","NA","18","18","NA","NA","NA","NA","NA","18","NA","NA","14","NA","3","NA","14","3","NA","0","NA","","-907","87","Thu 18 Jul 2019 13:15:33 BST","The main experiment item","yes","2980.87501526","NA","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","3","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-0.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","NA","0","1","NA","NA","NA","1","NA","NA","NA","1","NA","NA","1","NA","NA","159.914016724","NA","NA","NA","1455.24406433","NA","NA","NA","3078.28092575","NA","NA","159.914016724","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","0","even","58121.0801601","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","61655.9970379","NA","NA","58696.5970993","NA","NA","NA","59653.979063","NA","NA","NA","NA","45639.0810013","61655.9381485","NA","NA","NA","NA","42263.6640072","NA","58694.3731308","58700.8850574","NA","NA","NA","2127.68101692","2135.95509529","5214.65802193","61956.1841488","NA","NA","5214.73503113","47143.2189941","NA","58703.9320469","NA","NA","NA","NA","NA","NA","61755.890131","NA","NA","NA","NA","47142.9400444","NA","160.749912262","57545.522213","NA","NA","NA","58121.2460995","NA","NA","59651.7291069","NA","NA","58703.8090229","59151.1771679","NA","NA","NA","NA","NA","57545.6390381","NA","NA","28407.0301056","NA","58281.7771435","NA","42263.5390759","58694.2770481","NA","2127.55203247","NA","New experiment","0","9","159.914016724","1","1","10","-932","yes","1920","740","0"
"undefined","undefined","127.077102661","127.077102661","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","NA","19","NA","NA","19","NA","NA","NA","19","NA","NA","NA","NA","0","19","NA","NA","NA","0","14","NA","4","19","NA","NA","NA","0","0","0","19","NA","NA","0","0","NA","19","NA","NA","NA","NA","NA","NA","19","NA","NA","0","0","0","NA","19","NA","NA","NA","19","NA","NA","19","NA","19","19","NA","NA","NA","NA","NA","19","NA","NA","14","NA","4","NA","14","4","NA","0","NA","","-889","70","Thu 18 Jul 2019 13:15:33 BST","The main experiment item","yes","1493.76893044","NA","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","4","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-0.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","NA","0","1","NA","NA","NA","1","NA","NA","NA","1","NA","NA","1","NA","NA","94.2401885986","NA","NA","NA","1455.24406433","NA","NA","NA","3078.28092575","NA","NA","94.2401885986","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","0","even","63556.0660362","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","700","NA","63651.2930393","NA","NA","62084.1970444","NA","NA","NA","59653.979063","NA","NA","NA","NA","45639.0810013","63556.1051369","NA","NA","NA","NA","42263.6640072","NA","62082.1950436","62087.3641968","NA","NA","NA","2127.68101692","2135.95509529","5214.65802193","63953.6750317","NA","NA","5214.73503113","47143.2189941","NA","62093.4221745","NA","NA","NA","NA","NA","NA","63753.5290718","NA","NA","NA","NA","47142.9400444","NA","95.1690673828","63130.6459904","NA","NA","NA","63556.2469959","NA","NA","63128.3330917","NA","NA","62093.2841301","62427.6180267","NA","NA","NA","NA","NA","63130.8450699","NA","NA","28407.0301056","NA","63651.1771679","NA","42263.5390759","62082.1051598","NA","2127.55203247","NA","New experiment","0","9","254.154205322","2","2","11","-932","yes","1920","128","126"
"undefined","undefined","125.591357549","125.591357549","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","NA","20","NA","NA","20","NA","NA","NA","20","NA","NA","NA","NA","0","20","NA","NA","NA","0","14","NA","5","20","NA","NA","NA","0","0","0","20","NA","NA","0","0","NA","20","NA","NA","NA","NA","NA","NA","20","NA","NA","0","0","0","NA","20","NA","NA","NA","20","NA","NA","20","NA","20","20","NA","NA","NA","NA","NA","20","NA","NA","14","NA","5","NA","14","5","NA","0","NA","","-880","66","Thu 18 Jul 2019 13:15:33 BST","The main experiment item","yes","1569.03409958","NA","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","5","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-0.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","NA","0","1","NA","NA","NA","1","NA","NA","NA","1","NA","NA","1","NA","NA","122.619867325","NA","NA","NA","1455.24406433","NA","NA","NA","3078.28092575","NA","NA","122.619867325","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","0","even","65619.0710068","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","600","NA","65742.5811291","NA","NA","64071.6700554","NA","NA","NA","59653.979063","NA","NA","NA","NA","45639.0810013","65619.107008","NA","NA","NA","NA","42263.6640072","NA","64069.7541237","64074.2301941","NA","NA","NA","2127.68101692","2135.95509529","5214.65802193","66045.6321239","NA","NA","5214.73503113","47143.2189941","NA","64076.6441822","NA","NA","NA","NA","NA","NA","65845.4971313","NA","NA","NA","NA","47142.9400444","NA","123.460054398","65312.8511906","NA","NA","NA","65619.2321777","NA","NA","65310.1251125","NA","NA","64076.5550137","64709.4240189","NA","NA","NA","NA","NA","65313.1091595","NA","NA","28407.0301056","NA","65742.4790859","NA","42263.5390759","64069.6530342","NA","2127.55203247","NA","New experiment","0","9","376.774072647","3","3","12","-932","yes","1920","740","0"
