"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","catch","clock_backend","color_backend","compensation","coordinates","correct","correct_intro","correct_target_mouse_response","correct_target_mouse_response_1","count_accuracy_readout","count_beep","count_beep_1","count_blank","count_blank_1","count_blank_2","count_catch_trial_disp","count_detection_accuracy","count_detection_accuracy_1","count_elapsedtime","count_end_block","count_end_block1","count_end_experiment","count_experiment_scriptL","count_experiment_scriptR","count_fixation","count_fixation_1","count_getting_started","count_global_prep","count_intro","count_left","count_logger","count_logger_1","count_loop1","count_loop2","count_new_inline_script","count_new_inline_script_1","count_new_sketchpad_1","count_pause2","count_pause2_1","count_right","count_right_accuracy_calc","count_target","count_target_1","count_target_identified","count_target_mouse_response","count_target_mouse_response_1","count_target_prep","count_touch_pad","count_touch_pad2","count_touch_pad2_1","count_touch_pad3_1","count_touch_pad_1","count_touch_release","count_touch_release_1","count_touch_response","count_touch_response_1","count_touch_response_2","count_trial_sequence","count_trial_sequence_1","count_visual_detection","count_welcome","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","elapsed","experiment_file","experiment_path","false_alarm_count","fix_x","fix_x1","fix_x2","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_loop1","logfile","mouse_backend","mouse_release","opensesame_codename","opensesame_version","pix_perDeg","reach_t0","repeat_cycle","response","response_accuracy_readout","response_detection_accuracy_1","response_end_block","response_end_block1","response_end_experiment","response_intro","response_new_sketchpad_1","response_target_mouse_response","response_target_mouse_response_1","response_time","response_time_accuracy_readout","response_time_detection_accuracy_1","response_time_end_block","response_time_end_block1","response_time_end_experiment","response_time_intro","response_time_new_sketchpad_1","response_time_target_mouse_response","response_time_target_mouse_response_1","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tap_t0","targetSize_pix","target_fileL","target_fileR","target_onset","time_accuracy_readout","time_beep","time_beep_1","time_blank","time_blank_1","time_blank_2","time_catch_trial_disp","time_detection_accuracy","time_detection_accuracy_1","time_elapsedtime","time_end_block","time_end_block1","time_end_experiment","time_experiment_scriptL","time_experiment_scriptR","time_fixation","time_fixation_1","time_getting_started","time_global_prep","time_intro","time_left","time_logger","time_logger_1","time_loop1","time_loop2","time_new_inline_script","time_new_inline_script_1","time_new_sketchpad_1","time_pause2","time_pause2_1","time_right","time_right_accuracy_calc","time_tap","time_target","time_target_1","time_target_identified","time_target_mouse_response","time_target_mouse_response_1","time_target_prep","time_touch_offset","time_touch_pad","time_touch_pad2","time_touch_pad2_1","time_touch_pad3_1","time_touch_pad_1","time_touch_release","time_touch_release_1","time_touch_response","time_touch_response_1","time_touch_response_2","time_trial_sequence","time_trial_sequence_1","time_visual_detection","time_welcome","title","total_correct","total_left_targets_identified","total_response_time","total_responses","total_right_targets_identified","total_targets_identified","touch_x","uniform_coordinates","width","x","y"
"undefined","undefined","129.555416107","129.555416107","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","10","NA","10","NA","NA","10","NA","NA","10","0","0","0","10","NA","10","NA","NA","0","0","0","10","NA","0","0","10","NA","NA","10","NA","0","NA","10","NA","NA","10","NA","10","10","10","NA","NA","NA","10","NA","10","NA","NA","10","NA","0","NA","","901","69","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","2664.90507126","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","900","885","915","no","mono","no","18","no","white","no","yes","1080","psycho","10","10","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","34098.2818604","0","1","NA","NA","NA","NA","NA","1","NA","1","NA","131.241083145","NA","NA","NA","NA","NA","1125.28586388","NA","131.241083145","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","35381.8860054","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","35513.988018","NA","32738.1119728","NA","NA","30328.8888931","NA","NA","35381.9208145","NA","NA","NA","32735.658884","NA","32749.8810291","NA","NA","1211.92002296","1221.3909626","2347.19800949","35818.4199333","NA","2347.26190567","NA","32766.6869164","NA","NA","35618.3190346","NA","NA","NA","132.051944733","34101.143837","NA","NA","35382.0469379","NA","33898.0410099","703.544855118","32766.505003","33397.5338936","NA","NA","NA","34101.2129784","NA","35513.8859749","NA","NA","32735.5778217","NA","1211.78793907","NA","New experiment","0","5","647.777080536","5","0","5","868","yes","1920","-428","-163"
"undefined","undefined","133.087515831","133.087515831","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","11","NA","11","NA","NA","11","NA","NA","11","0","0","0","11","NA","11","NA","NA","0","0","0","11","NA","0","0","11","NA","NA","11","NA","0","NA","11","NA","NA","11","NA","11","11","11","NA","NA","NA","11","NA","11","NA","NA","11","NA","0","NA","","894","67","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","1444.83613968","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","900","885","915","no","mono","no","18","no","white","no","yes","1080","psycho","11","11","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","36915.571928","0","1","NA","NA","NA","NA","NA","1","NA","1","NA","150.74801445","NA","NA","NA","NA","NA","1125.28586388","NA","150.74801445","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","37361.2530231","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","37512.8610134","NA","35938.6370182","NA","NA","30328.8888931","NA","NA","37361.2840176","NA","NA","NA","35936.0089302","NA","35947.6399422","NA","NA","1211.92002296","1221.3909626","2347.19800949","37807.6028824","NA","2347.26190567","NA","35964.6008015","NA","NA","37607.5048447","NA","NA","NA","151.557922363","36918.2598591","NA","NA","37361.4048958","NA","36715.0588036","703.808069229","35964.3068314","36214.5860195","NA","NA","NA","36918.3309078","NA","37512.7599239","NA","NA","35935.9178543","NA","1211.78793907","NA","New experiment","0","6","798.525094986","6","0","6","868","yes","1920","-728","200"
"undefined","undefined","132.907867432","132.907867432","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","12","NA","12","NA","NA","12","NA","NA","12","0","0","0","12","NA","12","NA","NA","0","0","0","12","NA","0","0","12","NA","NA","12","NA","0","NA","12","NA","NA","12","NA","12","12","12","NA","NA","NA","12","NA","12","NA","NA","12","NA","0","NA","","890","66","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","1623.9118576","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","900","885","915","no","mono","no","18","no","white","no","yes","1080","psycho","12","12","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","39074.5518208","0","1","NA","NA","NA","NA","NA","1","NA","1","NA","131.829977036","NA","NA","NA","NA","NA","1125.28586388","NA","131.829977036","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","39520.6599236","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","39653.3939838","NA","37919.1598892","NA","NA","30328.8888931","NA","NA","39520.6949711","NA","NA","NA","37916.6469574","NA","37929.4068813","NA","NA","1211.92002296","1221.3909626","2347.19800949","39962.2249603","NA","2347.26190567","NA","37946.3119507","NA","NA","39762.1178627","NA","NA","NA","132.683992386","39077.286005","NA","NA","39520.8189487","NA","38873.8598824","704.125881195","37946.0480213","38373.3599186","NA","NA","NA","39077.3580074","NA","39653.290987","NA","NA","37916.5649414","NA","1211.78793907","NA","New experiment","0","7","930.355072021","7","0","7","868","yes","1920","-728","-200"
"undefined","undefined","132.907867432","132.907867432","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","13","NA","13","NA","NA","13","NA","NA","13","0","0","0","13","NA","13","NA","NA","0","0","0","13","NA","0","0","13","NA","NA","13","NA","0","NA","13","NA","NA","13","NA","13","13","13","NA","NA","NA","13","NA","13","NA","NA","13","NA","0","NA","","890","66","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","3173.33912849","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","900","885","915","no","mono","no","18","no","white","no","yes","1080","psycho","13","13","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","41214.3638134","0","1","NA","NA","NA","NA","NA","1","NA","1","NA","131.829977036","NA","NA","NA","NA","NA","1125.28586388","NA","131.829977036","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","39520.6599236","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","43219.0759182","NA","40066.8540001","NA","NA","41216.9919014","NA","NA","43219.0158367","NA","NA","NA","40064.319849","NA","40077.6698589","NA","NA","1211.92002296","1221.3909626","2347.19800949","43519.536972","NA","2347.26190567","NA","40094.7408676","NA","NA","43319.4439411","NA","NA","NA","132.683992386","39077.286005","NA","NA","39520.8189487","NA","41014.0190125","703.68885994","40094.465971","40513.4959221","NA","NA","NA","39077.3580074","NA","39653.290987","NA","NA","40064.2399788","NA","1211.78793907","NA","New experiment","0","7","930.355072021","7","0","7","868","yes","1920","-728","-200"
"undefined","undefined","130.342632532","130.342632532","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","14","NA","14","NA","NA","14","NA","NA","14","0","0","0","14","NA","14","NA","NA","0","0","0","14","NA","0","0","14","NA","NA","14","NA","0","NA","14","NA","NA","14","NA","14","14","14","NA","NA","NA","14","NA","14","NA","NA","14","NA","0","NA","","893","68","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","2297.42097855","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","900","885","915","no","mono","no","18","no","white","no","yes","1080","psycho","14","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","45069.8139668","0","1","NA","NA","NA","NA","NA","1","NA","1","NA","112.385988235","NA","NA","NA","NA","NA","1125.28586388","NA","112.385988235","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","45916.0709381","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","46029.3409824","NA","43642.3749924","NA","NA","41216.9919014","NA","NA","45916.1038399","NA","NA","NA","43639.621973","NA","43658.1399441","NA","NA","1211.92002296","1221.3909626","2347.19800949","46331.2478065","NA","2347.26190567","NA","43674.9858856","NA","NA","46131.1469078","NA","NA","NA","113.205909729","45072.7498531","NA","NA","45916.2290096","NA","44869.5178032","703.663110733","43674.7219563","44369.0469265","NA","NA","NA","45072.8209019","NA","46029.2198658","NA","NA","43639.5068169","NA","1211.78793907","NA","New experiment","0","8","1042.74106026","8","0","8","868","yes","1920","-128","126"
"undefined","undefined","131.522576014","131.522576014","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","15","NA","15","NA","NA","15","NA","NA","15","0","0","0","14","0","15","NA","NA","0","0","0","15","NA","0","0","15","NA","NA","15","NA","0","NA","15","NA","NA","15","NA","15","15","15","NA","NA","NA","15","NA","14","NA","0","14","0","0","NA","","-917","68","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","2628.74889374","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","0","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","55055.533886","0","1","NA","NA","1","NA","NA","1","NA","1","NA","140.962123871","NA","NA","6382.80487061","NA","NA","1125.28586388","NA","140.962123871","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","55482.7449322","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","55624.4590282","NA","52875.09799","NA","NA","41216.9919014","NA","NA","55482.7749729","46447.8709698","NA","NA","43639.621973","52872.5550175","52884.5360279","NA","NA","1211.92002296","1221.3909626","2347.19800949","58193.4418678","NA","2347.26190567","52831.2418461","52901.6168118","NA","NA","57993.3388233","NA","52831.1729431","NA","2507.86590576","55058.2389832","NA","NA","55482.8968048","NA","54854.8920155","704.113006592","52901.3609886","54354.3679714","NA","NA","NA","55058.3219528","NA","46029.2198658","NA","55740.8578396","43639.5068169","52872.3928928","1211.78793907","NA","New experiment","0","8","1183.70318413","9","1","9","-932","yes","1920","428","163"
"undefined","undefined","131.522576014","131.522576014","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","16","NA","16","NA","NA","16","NA","NA","16","0","0","0","14","1","16","NA","NA","0","0","0","16","NA","0","0","16","NA","NA","16","NA","0","NA","16","NA","NA","16","NA","16","16","16","NA","NA","NA","16","NA","14","NA","1","14","1","0","NA","","-917","68","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","3085.59203148","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","1","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","59355.0620079","0","1","NA","NA","1","NA","NA","1","NA","1","NA","140.962123871","NA","NA","6382.80487061","NA","NA","1125.28586388","NA","140.962123871","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","55482.7449322","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","61359.9438667","NA","58295.8400249","NA","NA","59357.8779697","NA","NA","61359.8937988","46447.8709698","NA","NA","43639.621973","58293.1330204","58313.6749268","NA","NA","1211.92002296","1221.3909626","2347.19800949","61660.2249146","NA","2347.26190567","52831.2418461","58330.3220272","NA","NA","61460.1318836","NA","52831.1729431","NA","5974.80988503","55058.2389832","NA","NA","55482.8968048","NA","59154.4508934","703.891038895","58330.1138878","58653.9540291","NA","NA","NA","55058.3219528","NA","46029.2198658","NA","61457.5109482","43639.5068169","58293.0510044","1211.78793907","NA","New experiment","0","8","1183.70318413","9","2","10","-932","yes","1920","136","0"
"undefined","undefined","133.451509476","133.451509476","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","17","NA","17","NA","NA","17","NA","NA","17","0","0","0","14","2","17","NA","NA","0","0","0","17","NA","0","0","17","NA","NA","17","NA","0","NA","17","NA","NA","17","NA","17","17","17","NA","NA","NA","17","NA","14","NA","2","14","2","0","NA","","-903","70","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","1654.21104431","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","2","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","63059.2968464","0","1","NA","NA","1","NA","NA","1","NA","1","NA","150.811910629","NA","NA","6382.80487061","NA","NA","1125.28586388","NA","150.811910629","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","63400.4328251","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","63551.9928932","NA","61767.8859234","NA","NA","59357.8779697","NA","NA","63400.4638195","46447.8709698","NA","NA","43639.621973","61765.255928","61777.1179676","NA","NA","1211.92002296","1221.3909626","2347.19800949","63852.2818089","NA","2347.26190567","52831.2418461","61794.0249443","NA","NA","63652.1708965","NA","52831.1729431","NA","248.829126358","63062.0129108","NA","NA","63400.5830288","NA","62858.8318825","703.779935837","61793.8308716","62358.3238125","NA","NA","NA","63062.1008873","NA","46029.2198658","NA","63649.2128372","43639.5068169","61765.1729584","1211.78793907","NA","New experiment","0","8","1334.51509476","10","3","11","-932","yes","1920","128","-126"
"undefined","undefined","131.599643014","131.599643014","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","18","NA","18","NA","NA","18","NA","NA","18","0","0","0","14","3","18","NA","NA","0","0","0","18","NA","0","0","18","NA","NA","18","NA","0","NA","18","NA","NA","18","NA","18","18","18","NA","NA","NA","18","NA","14","NA","3","14","3","0","NA","","-893","64","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","1626.10316277","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","3","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","65170.2208519","0","1","NA","NA","1","NA","NA","1","NA","1","NA","113.080978394","NA","NA","6382.80487061","NA","NA","1125.28586388","NA","113.080978394","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","65568.6450005","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","65682.4808121","NA","63964.2949104","NA","NA","59357.8779697","NA","NA","65568.6779022","46447.8709698","NA","NA","43639.621973","63961.6429806","63975.8918285","NA","NA","1211.92002296","1221.3909626","2347.19800949","65982.7928543","NA","2347.26190567","52831.2418461","63992.9828644","NA","NA","65782.6898098","NA","52831.1729431","NA","211.275815964","65173.1908321","NA","NA","65568.8040257","NA","64969.7790146","703.876972198","63992.7728176","64469.260931","NA","NA","NA","65173.3629704","NA","46029.2198658","NA","65779.8779011","43639.5068169","63961.5600109","1211.78793907","NA","New experiment","0","8","1447.59607315","11","4","12","-932","yes","1920","136","0"
"undefined","undefined","129.249751568","129.249751568","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","19","NA","19","NA","NA","19","NA","NA","19","0","0","0","14","4","19","NA","NA","0","0","0","19","NA","0","0","19","NA","NA","19","NA","0","NA","19","NA","NA","19","NA","19","19","19","NA","NA","NA","19","NA","14","NA","4","14","4","0","NA","","-899","66","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","1897.60994911","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","4","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","67329.666853","0","1","NA","NA","1","NA","NA","1","NA","1","NA","103.400945663","NA","NA","6382.80487061","NA","NA","1125.28586388","NA","103.400945663","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","67965.4548168","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","68069.6468353","NA","66089.4529819","NA","NA","59357.8779697","NA","NA","67965.4898643","46447.8709698","NA","NA","43639.621973","66086.6270065","66091.8309689","NA","NA","1211.92002296","1221.3909626","2347.19800949","68375.3938675","NA","2347.26190567","52831.2418461","66107.7518463","NA","NA","68175.2820015","NA","52831.1729431","NA","207.096099854","67332.5970173","NA","NA","67965.6150341","NA","67128.8709641","703.987836838","66107.6359749","66628.3910275","NA","NA","NA","67332.7260017","NA","46029.2198658","NA","68172.4970341","43639.5068169","66086.5437984","1211.78793907","NA","New experiment","0","8","1550.99701881","12","5","13","-932","yes","1920","728","200"
"undefined","undefined","129.249751568","129.249751568","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","20","NA","20","NA","NA","20","NA","NA","20","0","0","0","14","5","20","NA","NA","0","0","0","20","NA","0","0","20","NA","NA","20","NA","0","NA","20","NA","NA","20","NA","20","20","20","NA","NA","NA","20","NA","14","NA","5","14","5","0","NA","","-899","66","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","3315.36698341","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","5","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","69772.9008198","0","1","NA","NA","1","NA","NA","1","NA","1","NA","103.400945663","NA","NA","6382.80487061","NA","NA","1125.28586388","NA","103.400945663","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","67965.4548168","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","71777.657032","NA","68483.5000038","NA","NA","69775.5978107","NA","NA","71777.6060104","46447.8709698","NA","NA","43639.621973","68480.8738232","68488.5559082","NA","NA","1211.92002296","1221.3909626","2347.19800949","72080.8498859","NA","2347.26190567","52831.2418461","68506.23703","NA","NA","71880.72896","NA","52831.1729431","NA","3912.53900528","67332.5970173","NA","NA","67965.6150341","NA","69572.4239349","703.826904297","68505.854845","69071.8770027","NA","NA","NA","67332.7260017","NA","46029.2198658","NA","71877.9489994","43639.5068169","68480.7898998","1211.78793907","NA","New experiment","0","8","1550.99701881","12","6","14","-932","yes","1920","728","-200"
"undefined","undefined","129.249751568","129.249751568","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","21","NA","21","NA","NA","21","NA","NA","21","0","0","0","14","6","21","NA","NA","0","0","0","21","NA","0","0","21","NA","NA","21","NA","0","NA","21","NA","NA","21","NA","21","21","21","NA","NA","NA","21","NA","14","NA","6","14","6","0","NA","","-899","66","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","3408.95199776","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","6","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","73571.6228485","0","1","NA","NA","1","NA","NA","1","NA","1","NA","103.400945663","NA","NA","6382.80487061","NA","NA","1125.28586388","NA","103.400945663","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","67965.4548168","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","75576.433897","NA","72189.8739338","NA","NA","73574.3739605","NA","NA","75576.3819218","46447.8709698","NA","NA","43639.621973","72187.1318817","72202.3868561","NA","NA","1211.92002296","1221.3909626","2347.19800949","75887.7518177","NA","2347.26190567","52831.2418461","72219.383955","NA","NA","75687.664032","NA","52831.1729431","NA","7719.53821182","67332.5970173","NA","NA","67965.6150341","NA","73370.9719181","703.91201973","72219.0699577","72870.4919815","NA","NA","NA","67332.7260017","NA","46029.2198658","NA","75684.9489212","43639.5068169","72187.0429516","1211.78793907","NA","New experiment","0","8","1550.99701881","12","7","15","-932","yes","1920","438","0"
"undefined","undefined","127.981002514","127.981002514","black","psycho","0","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","22","NA","22","NA","NA","22","NA","NA","22","0","0","0","14","7","22","NA","NA","0","0","0","22","NA","0","0","22","NA","NA","22","NA","0","NA","22","NA","NA","22","NA","22","22","22","NA","NA","NA","22","NA","14","NA","7","14","7","0","NA","","-891","69","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","1985.99505424","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","7","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","77405.9050083","0","1","NA","NA","1","NA","NA","1","NA","1","NA","112.75601387","NA","NA","6382.80487061","NA","NA","1125.28586388","NA","112.75601387","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","77956.8250179","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","78070.4159737","NA","75992.8369522","NA","NA","73574.3739605","NA","NA","77956.8588734","46447.8709698","NA","NA","43639.621973","75989.885807","75999.2468357","NA","NA","1211.92002296","1221.3909626","2347.19800949","78383.4729195","NA","2347.26190567","52831.2418461","76016.7148113","NA","NA","78183.3848953","NA","52831.1729431","NA","223.821878433","77408.8349342","NA","NA","77956.9818974","NA","77205.327034","703.886985779","76016.4649487","76704.8289776","NA","NA","NA","77408.9097977","NA","46029.2198658","NA","78180.6008816","43639.5068169","75989.7418022","1211.78793907","NA","New experiment","0","8","1663.75303268","13","8","16","-932","yes","1920","438","0"
"undefined","undefined","127.981002514","127.981002514","black","psycho","1","psycho","psycho","0","uniform","undefined","undefined","undefined","NA","NA","23","NA","23","NA","NA","23","NA","NA","23","0","0","0","14","8","23","NA","NA","0","0","0","23","NA","0","0","23","NA","NA","23","NA","0","NA","23","NA","NA","23","NA","23","23","23","NA","NA","NA","23","NA","14","NA","8","14","8","0","NA","","-891","69","Wed 17 Jul 2019 15:19:54 BST","The main experiment item","yes","3299.68309402","visualDetectionTask.osexp","/home/experimenter/git/DMT2019/visualDetectionTask","0","-900","-915","-885","no","mono","no","18","no","white","no","yes","1080","psycho","8","14","/home/experimenter/git/DMT2019/visualDetectionTask/subject-1.csv","psycho","no","Kafkaesque Koffka","3.2.7b1","43.7633665943","79763.5300159","0","1","NA","NA","1","NA","NA","1","NA","1","NA","112.75601387","NA","NA","6382.80487061","NA","NA","1125.28586388","NA","112.75601387","NA","NA","NA","2","legacy","1024","2","48000","-16","visual_detection","1","odd","77956.8250179","54.7042082428","pointingTask_targets_radial7_left.csv","pointingTask_targets_radial7_right.csv","500","NA","81768.3899403","NA","78490.3600216","NA","NA","79766.3199902","NA","NA","81768.3370113","46447.8709698","NA","NA","43639.621973","78487.4358177","78497.8508949","NA","NA","1211.92002296","1221.3909626","2347.19800949","82080.0819397","NA","2347.26190567","52831.2418461","78514.6589279","NA","NA","81879.9870014","NA","52831.1729431","NA","3920.3748703","77408.8349342","NA","NA","77956.9818974","NA","79563.1299019","703.657150269","78514.4088268","79062.625885","NA","NA","NA","77408.9097977","NA","46029.2198658","NA","81877.1548271","43639.5068169","78487.3518944","1211.78793907","NA","New experiment","0","8","1663.75303268","13","9","17","-932","yes","1920","428","-163"
