"avg_rt","count_committed","count_experimentL_script","count_experimentR_script","cursor_x","cursor_y","datetime","experiment_file","eye_move","log_file","response_time","response_time_target_mouse_release_l","response_time_target_mouse_release_r","response_time_target_mouse_response_l","response_time_target_mouse_response_r","subject_nr","time_committed","time_trial_sequence_l","time_trial_sequence_r","x","y"
"965.666666667","0","NA","0","703","265","Tue 25 Jun 2019 11:40:26 BST","pointingTask_closedLoop.osexp","0","NA","2214","NA","175","NA","508","2","4787","NA","2939","728","200"
"931","1","NA","1","120","4","Tue 25 Jun 2019 11:40:26 BST","pointingTask_closedLoop.osexp","0","NA","2192","NA","123","NA","374","2","9893","NA","8290","136","0"
"1840.66666667","2","NA","2","741","-203","Tue 25 Jun 2019 11:40:26 BST","pointingTask_closedLoop.osexp","0","NA","8163","NA","170","NA","2647","2","15013","NA","13170","728","-200"
"1489","5","NA","5","157","-149","Tue 25 Jun 2019 11:40:26 BST","pointingTask_closedLoop.osexp","0","NA","842","NA","174","NA","286","2","32601","NA","30093","128","-126"
"1286.06666667","8","NA","8","493","197","Tue 25 Jun 2019 11:40:26 BST","pointingTask_closedLoop.osexp","0","NA","832","NA","195","NA","396","2","38400","NA","36743","428","163"
"1135.66666667","9","NA","9","428","-137","Tue 25 Jun 2019 11:40:26 BST","pointingTask_closedLoop.osexp","0","NA","652","NA","207","NA","292","2","42313","NA","40460","428","-163"
"1045.28571429","10","NA","10","761","-9","Tue 25 Jun 2019 11:40:26 BST","pointingTask_closedLoop.osexp","0","NA","1031","NA","130","NA","348","2","45984","NA","44068","740","0"
"958.333333333","11","NA","11","506","16","Tue 25 Jun 2019 11:40:26 BST","pointingTask_closedLoop.osexp","0","NA","517","NA","165","NA","367","2","49941","NA","48102","438","0"
"887.222222222","12","NA","12","199","152","Tue 25 Jun 2019 11:40:26 BST","pointingTask_closedLoop.osexp","0","NA","450","NA","138","NA","367","2","53582","NA","51578","128","126"
