"avg_rt","beep_touchOffset","count_committed","count_valid_trial","cursor_x","cursor_y","datetime","eye_move","fix_x","reach_duration","response_time_target_mouse_response","subject_nr","subject_parity","targ_x","targ_y","targets_file","time_touch_offset","touch_x"
"1901.33495","563.2503","12","12","393","-136","07/24/19 16:01:00","0","-900","2563.1289","919.0487","1","odd","428","-163","pointingTask_targets_radial7_right.csv","1684.7296","-943"
